INFO:__main__:Namespace(model_name_or_path='/data1/home/lmy/.cache/modelscope/hub/models/LLM-Research/Meta-Llama-3-8B-Instruct/', dataset='hotpotqa', data_path='data/hotpotqa', fewshot=8, sample=1000, shuffle=False, generate_max_length=128, query_formulation='real_words', retrieve_keep_top_k=35, output_dir='result/hotpotqa_online_alpha1_parallel/shard_4', retriever='BM25', es_index_name='wiki', retrieve_topk=3, hallucination_threshold=1.0, check_real_words=True, use_counter=True, thres_abs=False, online_detection=True, config_path='config_hotpotqa_online.json', run_dir='result/hotpotqa_online_alpha1_parallel', shard_index=4, num_shards=8)
INFO:data:Loading HotpotQA from data/hotpotqa
  8%|▊         | 10/125 [1:34:30<18:18:37, 573.19s/it]doc1:skeleton, which grows nerves and muscles and skin and clothes that form a jolly prince, who has been trying to break his curse for ages."" The Hard Easy (Adventure Time) ""The Hard Easy"" is the twenty-third episode of the fourth season of the American animated television series ""Adventure Time"". The episode was written and storyboarded by Tom Herpich and Skyler Page, from a story by Patrick McHale, Kent Osborne, and Pendleton Ward. It originally aired on Cartoon Network on October 1, 2012. The episode guest stars Brian Doyle-Murray as Prince Huge and Jonathan Katz as the Mudscamp elder. The series
doc2:break his own curse. ""The Hard Easy"" was written and storyboarded by Tom Herpich and Skyler Page, from a story developed by series creator Pendleton Ward, Patrick McHale, and Kent Osborne. The opening of the episode, featuring Finn and Jake looking for a source of water to swim in, was based on Herpich's experience trying to find swimming holes in North Carolina. The episode guest stars Brian Doyle-Murray appears as Prince Huge and Jonathan Katz as Mudscamp Elder. Katz was originally supposed to have played the role of Banana Man in the third season episode ""The New Frontier"", but he
Current sentence length: 2
Current sentence length: 2
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
question who  is  the  younger  brother  of  The  episode  guest  stars  of  The  Hard  Easy  
ques_atten.shape: torch.Size([1, 15])
text_atten.shape: torch.Size([1, 26])
torch.Size([1])
doc0:The Hard Easy (Adventure Time) ""The Hard Easy"" is the twenty-third episode of the fourth season of the American animated television series ""Adventure Time"". The episode was written and storyboarded by Tom Herpich and Skyler Page, from a story by Patrick McHale, Kent Osborne, and Pendleton Ward. It originally aired on Cartoon Network on October 1, 2012. The episode guest stars Brian Doyle-Murray as Prince Huge and Jonathan Katz as the Mudscamp elder. The series follows the adventures of Finn (voiced by Jeremy Shada), a human boy, and his best friend and adoptive brother Jake (voiced by John DiMaggio), a
doc1:skeleton, which grows nerves and muscles and skin and clothes that form a jolly prince, who has been trying to break his curse for ages."" The Hard Easy (Adventure Time) ""The Hard Easy"" is the twenty-third episode of the fourth season of the American animated television series ""Adventure Time"". The episode was written and storyboarded by Tom Herpich and Skyler Page, from a story by Patrick McHale, Kent Osborne, and Pendleton Ward. It originally aired on Cartoon Network on October 1, 2012. The episode guest stars Brian Doyle-Murray as Prince Huge and Jonathan Katz as the Mudscamp elder. The series
doc2:break his own curse. ""The Hard Easy"" was written and storyboarded by Tom Herpich and Skyler Page, from a story developed by series creator Pendleton Ward, Patrick McHale, and Kent Osborne. The opening of the episode, featuring Finn and Jake looking for a source of water to swim in, was based on Herpich's experience trying to find swimming holes in North Carolina. The episode guest stars Brian Doyle-Murray appears as Prince Huge and Jonathan Katz as Mudscamp Elder. Katz was originally supposed to have played the role of Banana Man in the third season episode ""The New Frontier"", but he
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 7
Current sentence length: 8
Current sentence length: 8
Current sentence length: 9
Current sentence length: 10
Current sentence length: 11
question What  is  the  middle  name  of  the  actress  who  plays  Bobbi  Bacha  in  Suburban  Madness ?
ques_atten.shape: torch.Size([1, 16])
text_atten.shape: torch.Size([1, 10])
torch.Size([1])
doc0:Bobbi Bacha Bobbi Bacha is a Texas Private Investigator portrayed in 2004 TV Sony Pictures Movie ""Suburban Madness"" played by actress Sela Ward. Bobbi Bacha also was involved and worked on the case of New York millionaire Robert Durst who was charged with murder in Galveston, Texas for killing his neighbor Morris Black but was found not guilty by a Galveston County Jury. Bobbi Bacha has been mentioned in several books: Magazine features Texas Monthly by Skip Hollandsworth article ""Suburban Madness"", 002 Magazine, article ""Bayou City Blues"" and August 2008 article ""Snap"". Bobbi Bacha has also been featured on 48
doc1:Suburban Madness Suburban Madness is an American crime drama television film, based on a true story, starring Sela Ward as PI Bobbi Bacha of Blue Moon Investigations. It aired on CBS on October 3, 2004. ""Suburban Madness"" is very loosely based on the true story of 44-year-old Clara Harris a successful Texas dentist and mother of young twins, who hired private investigator Bobbi Bacha, played by actress Sela Ward, to spy on her philandering orthodontist husband. Bobbi discovered that her husband is cheating with a new secretary at the dentist office, Lisa, who is recently separated from her husband. Lisa,
doc2:Hours, Dateline, Inside Edition, Good Morning America, The Early Show, Court TV. The O'Reilly Factor, CNN, Fox News, CBS, ABC as well as other national and world press. Bobbi Bacha Bobbi Bacha is a Texas Private Investigator portrayed in 2004 TV Sony Pictures Movie ""Suburban Madness"" played by actress Sela Ward. Bobbi Bacha also was involved and worked on the case of New York millionaire Robert Durst who was charged with murder in Galveston, Texas for killing his neighbor Morris Black but was found not guilty by a Galveston County Jury. Bobbi Bacha has been mentioned in several books: Magazine
Current sentence length: 1
Current sentence length: 2
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 7
Current sentence length: 8
Current sentence length: 9
Current sentence length: 9
Current sentence length: 1
Current sentence length: 9
Current sentence length: 2
Current sentence length: 9
Current sentence length: 3
Current sentence length: 9
Current sentence length: 4
Current sentence length: 9
Current sentence length: 5
Current sentence length: 9
Current sentence length: 5
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
question What  was  the  name  of  a  woman  from  the  book  titled  "Their  Lives :  The  Women  Targeted  by  the  Clinton  Machine  "  and  was  also  a  former  white  house  intern ?
ques_atten.shape: torch.Size([1, 31])
text_atten.shape: torch.Size([1, 5])
torch.Size([1])
doc0:Ain't I a Woman? (book) Ain't I a Woman?: Black women and feminism is a 1981 book by bell hooks titled after Sojourner Truth's ""Ain't I a Woman?"" speech. Hooks examines the effect of racism and sexism on black women, the civil rights movement, and feminist movements from suffrage to the 1970s. She argues that the convergence of sexism and racism during slavery contributed to black women having the lowest status and worst conditions of any group in American society. White female abolitionists and suffragists were often more comfortable with black male abolitionists such as Frederick Douglass, while southern segregationalists
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
  9%|▉         | 11/125 [1:38:42<15:01:58, 474.72s/it]The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
doc1:Ohio), 21 June 1851. Chronicling America: Historic American Newspapers. Lib. of Congress Ain't I a Woman? (book) Ain't I a Woman?: Black women and feminism is a 1981 book by bell hooks titled after Sojourner Truth's ""Ain't I a Woman?"" speech. Hooks examines the effect of racism and sexism on black women, the civil rights movement, and feminist movements from suffrage to the 1970s. She argues that the convergence of sexism and racism during slavery contributed to black women having the lowest status and worst conditions of any group in American society. White female abolitionists and suffragists were often more
doc2:Their Lives Their Lives: The Women Targeted by the Clinton Machine is a book by Candice E. Jackson. Published by conservative publisher World Ahead Publishing on May 31, 2005, it recounts the stories of seven women who crossed paths with Bill Clinton at various stages of Clinton's career: Monica Lewinsky, Paula Jones, Gennifer Flowers, Kathleen Willey, Elizabeth Gracen, Juanita Broaddrick, and Sally Perdue. The book was intended to be a rebuttal to the former president's best-selling memoir, ""My Life"". The author suggests that Clinton's inner circle bribed, intimidated, and harassed women when they fell out of Bill Clinton's favor. She
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 6
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
question Where  does  the  hotel  and  casino  located  in  which  Bill  Cosby's  third  album  was  recorded ?
ques_atten.shape: torch.Size([1, 16])
text_atten.shape: torch.Size([1, 4])
torch.Size([1])
doc0:Saratoga Casino Hotel Saratoga Casino Hotel (formerly Saratoga Casino and Raceway) is an establishment in Saratoga Springs, New York. Saratoga Casino Hotel is home to a -mile standardbred race track, with a racino and hotel located inside the racetrack's grandstand. Saratoga Casino Hotel is not to be confused with the historic Saratoga Race Course thoroughbred race track located across the street on Nelson Avenue. Saratoga Casino Hotel has three entrances: A primary entrance on Jefferson Street, where the Saratoga Harness Hall of Fame is located, a secondary entrance on Crescent Avenue, and a third entrance on Nelson Avenue, just north
doc1:casino hotel employees were represented by Local 54 of the Hotel Employees and Restaurant Employees Union. Casino hotel A casino hotel is an establishment consisting of a casino with temporary lodging provided in an on-premises hotel. Customers receive the benefits of both gambling facilities and lodging. Since the casino and hotel are located on the same premises, all the gambler's necessities can be provided in one location. The casino may offer common forms of gambling including slot machines, poker, blackjack, and sports betting. The hotel, which is usually nearby or connected to the casino, provides lodging, food and beverages, swimming
doc2:Casino hotel A casino hotel is an establishment consisting of a casino with temporary lodging provided in an on-premises hotel. Customers receive the benefits of both gambling facilities and lodging. Since the casino and hotel are located on the same premises, all the gambler's necessities can be provided in one location. The casino may offer common forms of gambling including slot machines, poker, blackjack, and sports betting. The hotel, which is usually nearby or connected to the casino, provides lodging, food and beverages, swimming pools, valet parking, and other popular hotel services. In 2009 in Atlantic City, New Jersey, 22,000
Current sentence length: 2
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
question Where  does  the  hotel  and  casino  located  in  which  Bill  Cosby's  third  album  was  recorded ?
ques_atten.shape: torch.Size([1, 16])
text_atten.shape: torch.Size([1, 24])
torch.Size([1])
doc0:Revenge (Bill Cosby album) Revenge (1967) is the fifth album by comedian Bill Cosby. It was recorded live at Harrah's, Lake Tahoe, Nevada by Warner Bros. Records. It won the 1968 Grammy Award for Best Comedy Album. It also hit #1 on the ""Billboard"" R&B chart and #2 on the magazine's Pop album chart. Like earlier albums such as ""I Started Out as a Child"" and ""Wonderfulness"", this album has Cosby discussing his childhood through anecdotes and it introduces perhaps his most memorable character outside of Cliff Huxtable—Fat Albert. In the track ""Buck Buck,"" Cosby first mentions Fat Albert, his
doc1:Philadelphia childhood friend who was the basis for the hit cartoon series ""Fat Albert and the Cosby Kids""; Albert's signature cry ""Hey! Hey! Hey!"", a trademark of the later TV series, is also heard for the first time. Old Weird Harold, another of Cosby's friends/characters, is also featured on this album, primarily on the track ""9th Street Bridge."" Revenge (Bill Cosby album) Revenge (1967) is the fifth album by comedian Bill Cosby. It was recorded live at Harrah's, Lake Tahoe, Nevada by Warner Bros. Records. It won the 1968 Grammy Award for Best Comedy Album. It also hit #1 on
doc2:Inside the Mind of Bill Cosby Inside the Mind of Bill Cosby (1972) is the 14th album of stand up comedy by Bill Cosby. Recorded at the Circle Star Theater, it is the fifteenth such album he released, but only the fourth on Uni Records (when that label folded, the album was distributed by its parent company, MCA). The album is available on compact disc, but to date the other Uni albums have not been so released. Unlike many of his previous albums, on which his youth provided the source of his routines, Cosby's material here centers mostly on contemporary
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 7
Current sentence length: 7
Current sentence length: 1
Current sentence length: 7
Current sentence length: 2
Current sentence length: 7
Current sentence length: 3
Current sentence length: 7
Current sentence length: 4
Current sentence length: 7
Current sentence length: 5
Current sentence length: 7
Current sentence length: 6
question Where  does  the  hotel  and  casino  located  in  which  Bill  Cosby's  third  album  was  recorded ?
ques_atten.shape: torch.Size([1, 16])
text_atten.shape: torch.Size([1, 46])
torch.Size([1])
doc0:Philadelphia childhood friend who was the basis for the hit cartoon series ""Fat Albert and the Cosby Kids""; Albert's signature cry ""Hey! Hey! Hey!"", a trademark of the later TV series, is also heard for the first time. Old Weird Harold, another of Cosby's friends/characters, is also featured on this album, primarily on the track ""9th Street Bridge."" Revenge (Bill Cosby album) Revenge (1967) is the fifth album by comedian Bill Cosby. It was recorded live at Harrah's, Lake Tahoe, Nevada by Warner Bros. Records. It won the 1968 Grammy Award for Best Comedy Album. It also hit #1 on
doc1:Revenge (Bill Cosby album) Revenge (1967) is the fifth album by comedian Bill Cosby. It was recorded live at Harrah's, Lake Tahoe, Nevada by Warner Bros. Records. It won the 1968 Grammy Award for Best Comedy Album. It also hit #1 on the ""Billboard"" R&B chart and #2 on the magazine's Pop album chart. Like earlier albums such as ""I Started Out as a Child"" and ""Wonderfulness"", this album has Cosby discussing his childhood through anecdotes and it introduces perhaps his most memorable character outside of Cliff Huxtable—Fat Albert. In the track ""Buck Buck,"" Cosby first mentions Fat Albert, his
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
 10%|▉         | 12/125 [2:01:51<23:37:57, 752.89s/it]The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
 10%|█         | 13/125 [2:05:40<18:29:22, 594.31s/it]The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
 11%|█         | 14/125 [2:13:35<17:12:23, 558.05s/it]doc2:Bill's Casino Lake Tahoe Bill's Lake Tahoe was a casino located in Stateline, Nevada owned and operated by and connected to next-door Harrah's Lake Tahoe. Bill's opened during the 50th Anniversary of Harrah's in 1987 and was named in honor of William F. Harrah. There was no hotel, although there was an on-site tattoo parlor. Bill's also hosted UFC pay per view fights at all of its bars. In January 2007, Bill's became the only non-smoking casino in Tahoe. After years of business decline, Bill's Casino closed its doors for good January 4, 2010. The site and surrounding parcels of
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 5
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 7
Current sentence length: 8
Current sentence length: 9
Current sentence length: 10
Current sentence length: 11
Current sentence length: 12
Current sentence length: 12
Current sentence length: 12
Current sentence length: 13
Current sentence length: 14
Current sentence length: 15
Current sentence length: 16
Current sentence length: 17
Current sentence length: 17
Current sentence length: 1
Current sentence length: 17
Current sentence length: 2
Current sentence length: 17
Current sentence length: 3
Current sentence length: 17
Current sentence length: 4
Current sentence length: 17
Current sentence length: 5
question Where  did  the  descendants  of  the  group  of  black  Indians  associated  with  the  Seminole  people  settle ?
ques_atten.shape: torch.Size([1, 17])
text_atten.shape: torch.Size([1, 21])
torch.Size([1])
doc0:eligible. Journalists theorized the decision could affect the similar case in which the Cherokee Nation of Oklahoma excluded Cherokee Freedmen as members unless they could document a direct Indian ancestor on the Dawes Rolls. Black Seminoles The Black Seminoles are black Indians associated with the Seminole people in Florida and Oklahoma. They are mostly blood descendants of Seminole Indians, free blacks and of escaped slaves (called maroons) who allied with Seminole groups in Spanish Florida. Many have Seminole lineage, but due to the stigma of having dark skin, they all have been categorized as slaves or freedmen. Historically, the Black
doc1:Black Seminoles The Black Seminoles are black Indians associated with the Seminole people in Florida and Oklahoma. They are mostly blood descendants of Seminole Indians, free blacks and of escaped slaves (called maroons) who allied with Seminole groups in Spanish Florida. Many have Seminole lineage, but due to the stigma of having dark skin, they all have been categorized as slaves or freedmen. Historically, the Black Seminoles lived mostly in distinct bands near the Native American Seminole. Some were held as so-called slaves of particular Seminole leaders; but they had more freedom than did slaves held by whites in the
doc2:moved to formally exclude Black Seminoles unless they could prove descent from a Native American ancestor on the Dawes Rolls. 2,000 Black Seminoles were excluded from the nation. Descendants of Freedmen and Black Seminoles are working to secure their rights. ""There's never been any stigma about intermarriage"", says Stu Phillips, editor of ""The Seminole Producer"", a local newspaper in central Oklahoma. ""You've got Indians marrying whites, Indians marrying blacks. It was never a problem until they got some money."" An advocacy group representing descendants of Freedmen of the Five Civilized Tribes claims that members are entitled to be citizens in
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 5
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 4
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 7
Current sentence length: 8
Current sentence length: 8
Current sentence length: 9
Current sentence length: 9
Current sentence length: 10
Current sentence length: 11
Current sentence length: 11
Current sentence length: 13
Current sentence length: 13
Current sentence length: 14
Current sentence length: 15
Current sentence length: 15
Current sentence length: 16
Current sentence length: 17
Current sentence length: 18
question When  was  the    former  Indian  cricketer  who  made  his  ODI  debuts  during  the   2000  ICC  KnockOut  Trophy  born ?  
ques_atten.shape: torch.Size([1, 22])
text_atten.shape: torch.Size([1, 17])
torch.Size([1])
doc0:2000 ICC KnockOut Trophy The 2000 ICC KnockOut Trophy was a One Day International cricket tournament held in Kenya (which helped to increase the popularity of cricket in Kenya). New Zealand were crowned champions and cashed the winner's cheque of US$250 000. It was their first win in a major ICC tournament. Zaheer Khan, Yuvraj Singh and Marlon Samuels made their ODI debuts during the competition. All the test playing nations participated in the tournament along with the leading Associates Bangladesh and hosts Kenya. As there were 11 teams taking part, three would miss out on a spot in the
doc1:event won by . 2000 ICC KnockOut Trophy The 2000 ICC KnockOut Trophy was a One Day International cricket tournament held in Kenya (which helped to increase the popularity of cricket in Kenya). New Zealand were crowned champions and cashed the winner's cheque of US$250 000. It was their first win in a major ICC tournament. Zaheer Khan, Yuvraj Singh and Marlon Samuels made their ODI debuts during the competition. All the test playing nations participated in the tournament along with the leading Associates Bangladesh and hosts Kenya. As there were 11 teams taking part, three would miss out on
doc2:KnockOut Trophy by defeating India in the final by four wickets, which was their first ICC event to be won. Shane Warne and Collin Miller was originally selected in the squad, but later withdrew for injuries and Mark Higgs and Brad Young was replaced respectively. 2000 ICC KnockOut Trophy squads These were the eleven squads (all Test nations and two ODI nations) picked to take part in the 2000 ICC KnockOut Trophy, the second installment of the Champions Trophy cricket tournament. The tournament was held in Kenya from 3 to 15 October 2000. In the preliminary quarter finals, two ODI
Current sentence length: 1
Current sentence length: 1
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 8
Current sentence length: 9
Current sentence length: 9
Current sentence length: 11
Current sentence length: 11
Current sentence length: 12
Current sentence length: 12
Current sentence length: 1
Current sentence length: 12
Current sentence length: 2
Current sentence length: 12
Current sentence length: 3
Current sentence length: 12
Current sentence length: 4
Current sentence length: 12
Current sentence length: 4
Current sentence length: 12
Current sentence length: 6
Current sentence length: 12
Current sentence length: 6
Current sentence length: 12
Current sentence length: 6
Current sentence length: 1
Current sentence length: 3
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 7
Current sentence length: 8
Current sentence length: 9
Current sentence length: 10
question Suicide's   1977  released  album  features  a  song  based  on  what  brand's  comic  character ?
ques_atten.shape: torch.Size([1, 15])
text_atten.shape: torch.Size([1, 9])
torch.Size([1])
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
 12%|█▏        | 15/125 [2:17:51<14:16:27, 467.16s/it]The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
doc0:was heavily influenced by ""Frankie Teardrop"". In 2008, a series of EPs were released in tribute to Suicide by various recording artists to celebrate Alan Vega's 70th birthday. Songs from the album that were part of the series included ""Johnny"" covered by Peaches, ""Frankie Teardrop"" covered by Lydia Lunch, ""Che"" by Sunn O))) and Pan Sonic, and ""Rocket U.S.A."" covered by Nik Void All songs written by Alan Vega and Martin Rev. Suicide (1977 album) Suicide is the debut album from the American rock band Suicide. It was released in 1977 on Red Star Records and produced by Craig Leon
doc1:Suicide (1977 album) Suicide is the debut album from the American rock band Suicide. It was released in 1977 on Red Star Records and produced by Craig Leon and Marty Thau. The album was recorded in four days at Ultima Sound Studios in New York and featured Martin Rev's minimalist electronics and harsh, repetitive rhythms paired with Alan Vega's rock and roll-inspired vocals and depictions of urban life. Upon its initial release, ""Suicide"" was greeted with positive reception from the UK press, but received mixed reviews in the United States, where it failed to chart. However, the album would soon
doc2:and ""Cheree"" as being about street people. ""Frankie Teardrop"" was influenced by a story Alan Vega read in a newspaper about a factory worker who lost his job and resorted to murdering his wife and child before committing suicide. The lyrics of the song were improvised by Vega, who attempted to get into the mindset of both the factory worker and his family. ""Cheree"" was about a girlfriend of Martin Rev. ""Suicide"" was first released in December 1977. Howard Thompson of Bronze Records in the United Kingdom received a copy of the album from the United States. After listening to
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
Current sentence length: 6
Current sentence length: 6
Current sentence length: 7
Current sentence length: 7
Current sentence length: 8
Current sentence length: 9
question The  youngest  daughter  of  Lady  Mary-Gaye  Curzon  stars  with  Douglas  Smith  and  Lucien  Laviscount    in  what   2017  film ?
ques_atten.shape: torch.Size([1, 21])
text_atten.shape: torch.Size([1, 8])
torch.Size([1])
doc0:Cressida Bonas Cressida Curzon Bonas (born 18 February 1989) is an English actress and model. She is the youngest daughter of Lady Mary-Gaye Curzon and entrepreneur Jeffrey Bonas, and a granddaughter of Edward Curzon, 6th Earl Howe. Cressida Curzon Bonas was born in Winchester, Hampshire, England, the daughter of 1960s ""It girl"" Lady Mary-Gaye Curzon, granddaughter of the 6th Earl Howe, and her fourth husband, Old Harrovian entrepreneur Jeffrey Bonas. The Bonas family, once grocers and butchers, also owned textile mills in Castle Gresley and Burton-on-Trent under the company name, ""Bonas Brothers""; it closed operations in the 1980s, having produced,
doc1:Mary Curzon, Lady Howe Mary Curzon, Lady Howe (30 October 1887 – 1 September 1962) was an English aristocrat dubbed by the newspapers the Queen of Beauty. Mary Curzon was born on 30 October 1887, the daughter of Montagu Curzon and Esmé FitzRoy. On 28 October 1907 she married her first cousin, Francis Curzon, 5th Earl Howe. They divorced in 1937. Their daughter, Lady Georgiana Curzon, married Home Kidston, a Royal Navy officer, farmer and racing driver. Their son, Edward Curzon, 6th Earl Howe, inherited the title. In ""The Book Of Beauty"" by Cecil Beaton, Lady Howe is described as
doc2:when she appeared in that role in Patsy Cornwallis-West's ""Eglinton Tournament"" at ""Shakespeare's England"". Lady Howe died on 1 September 1962. Mary Curzon, Lady Howe Mary Curzon, Lady Howe (30 October 1887 – 1 September 1962) was an English aristocrat dubbed by the newspapers the Queen of Beauty. Mary Curzon was born on 30 October 1887, the daughter of Montagu Curzon and Esmé FitzRoy. On 28 October 1907 she married her first cousin, Francis Curzon, 5th Earl Howe. They divorced in 1937. Their daughter, Lady Georgiana Curzon, married Home Kidston, a Royal Navy officer, farmer and racing driver. Their son,
Current sentence length: 1
Current sentence length: 1
Current sentence length: 2
Current sentence length: 2
Current sentence length: 3
Current sentence length: 3
Current sentence length: 4
question The  youngest  daughter  of  Lady  Mary-Gaye  Curzon  stars  with  Douglas  Smith  and  Lucien  Laviscount    in  what   2017  film ?
ques_atten.shape: torch.Size([1, 21])
text_atten.shape: torch.Size([1, 15])
torch.Size([1])
doc0:Cressida Bonas Cressida Curzon Bonas (born 18 February 1989) is an English actress and model. She is the youngest daughter of Lady Mary-Gaye Curzon and entrepreneur Jeffrey Bonas, and a granddaughter of Edward Curzon, 6th Earl Howe. Cressida Curzon Bonas was born in Winchester, Hampshire, England, the daughter of 1960s ""It girl"" Lady Mary-Gaye Curzon, granddaughter of the 6th Earl Howe, and her fourth husband, Old Harrovian entrepreneur Jeffrey Bonas. The Bonas family, once grocers and butchers, also owned textile mills in Castle Gresley and Burton-on-Trent under the company name, ""Bonas Brothers""; it closed operations in the 1980s, having produced,
doc1:Mary Curzon, Lady Howe Mary Curzon, Lady Howe (30 October 1887 – 1 September 1962) was an English aristocrat dubbed by the newspapers the Queen of Beauty. Mary Curzon was born on 30 October 1887, the daughter of Montagu Curzon and Esmé FitzRoy. On 28 October 1907 she married her first cousin, Francis Curzon, 5th Earl Howe. They divorced in 1937. Their daughter, Lady Georgiana Curzon, married Home Kidston, a Royal Navy officer, farmer and racing driver. Their son, Edward Curzon, 6th Earl Howe, inherited the title. In ""The Book Of Beauty"" by Cecil Beaton, Lady Howe is described as
doc2:when she appeared in that role in Patsy Cornwallis-West's ""Eglinton Tournament"" at ""Shakespeare's England"". Lady Howe died on 1 September 1962. Mary Curzon, Lady Howe Mary Curzon, Lady Howe (30 October 1887 – 1 September 1962) was an English aristocrat dubbed by the newspapers the Queen of Beauty. Mary Curzon was born on 30 October 1887, the daughter of Montagu Curzon and Esmé FitzRoy. On 28 October 1907 she married her first cousin, Francis Curzon, 5th Earl Howe. They divorced in 1937. Their daughter, Lady Georgiana Curzon, married Home Kidston, a Royal Navy officer, farmer and racing driver. Their son,
Current sentence length: 2
Current sentence length: 3
Current sentence length: 4
Current sentence length: 5
Current sentence length: 6
question The  youngest  daughter  of  Lady  Mary-Gaye  Curzon  stars  with  Douglas  Smith  and  Lucien  Laviscount    in  what   2017  film ?
ques_atten.shape: torch.Size([1, 21])
text_atten.shape: torch.Size([1, 34])
torch.Size([1])
doc0:Cressida Bonas Cressida Curzon Bonas (born 18 February 1989) is an English actress and model. She is the youngest daughter of Lady Mary-Gaye Curzon and entrepreneur Jeffrey Bonas, and a granddaughter of Edward Curzon, 6th Earl Howe. Cressida Curzon Bonas was born in Winchester, Hampshire, England, the daughter of 1960s ""It girl"" Lady Mary-Gaye Curzon, granddaughter of the 6th Earl Howe, and her fourth husband, Old Harrovian entrepreneur Jeffrey Bonas. The Bonas family, once grocers and butchers, also owned textile mills in Castle Gresley and Burton-on-Trent under the company name, ""Bonas Brothers""; it closed operations in the 1980s, having produced,
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
The attention mask and the pad token id were not set. As a consequence, you may observe unexpected behavior. Please pass your input's `attention_mask` to obtain reliable results.
Setting `pad_token_id` to `eos_token_id`:128001 for open-end generation.
doc1:Mary Curzon, Lady Howe Mary Curzon, Lady Howe (30 October 1887 – 1 September 1962) was an English aristocrat dubbed by the newspapers the Queen of Beauty. Mary Curzon was born on 30 October 1887, the daughter of Montagu Curzon and Esmé FitzRoy. On 28 October 1907 she married her first cousin, Francis Curzon, 5th Earl Howe. They divorced in 1937. Their daughter, Lady Georgiana Curzon, married Home Kidston, a Royal Navy officer, farmer and racing driver. Their son, Edward Curzon, 6th Earl Howe, inherited the title. In ""The Book Of Beauty"" by Cecil Beaton, Lady Howe is described as
